Palabra,FrecPos,FrecNeg,LogPos,LogNeg,LogP(POS),LogP(NEG)
charm,4,0,-6.102111067195046,-7.717796211013582,-0.677711372430106,-0.7088249932791751
posted,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
detailed,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
comments,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
grey,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
fire,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
red,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
color,3,2,-6.3252546185092555,-6.619183922345472,-0.677711372430106,-0.7088249932791751
average,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
operates,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
o,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
gosh,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
together,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
restart,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
dozen,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
hundred,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
imagine,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
fun,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
sending,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
each,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
guess,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
yes,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
shiny,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
frog,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
adorable,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
eye,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
accessoryone,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
dissapointing,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
awkward,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
earset,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
outgoing,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
certain,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
places,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
prettier,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
graphics,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
incredibly,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
sharp,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
improper,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
description,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
winner,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
us,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
iam,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
normally,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
apart,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
haul,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
cassette,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
timely,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
shipment,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
absolutely,3,1,-6.3252546185092555,-7.024649030453636,-0.677711372430106,-0.7088249932791751
horrible,0,8,-7.711548979629146,-5.5205716336773625,-0.677711372430106,-0.7088249932791751
apartment,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
problem,4,8,-6.102111067195046,-5.5205716336773625,-0.677711372430106,-0.7088249932791751
bucks,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
bit,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
glasses,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
four,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
times,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
latch,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
visor,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
anywhere,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
getting,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
numerous,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
palms,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
through,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
sounds,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
effective,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
mind,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
gonna,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
plays,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
louder,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
speaker,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
dead,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
bt50,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
5year,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
old,0,5,-7.711548979629146,-5.926036741785527,-0.677711372430106,-0.7088249932791751
2160,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
tracfone,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
understanding,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
patient,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
market,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
landline,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
looses,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
feet,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
between,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
messages,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
web,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
browsing,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
significantly,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
faster,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
previous,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
locks,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
screens,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
flash,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
randomly,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
pocket,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
locked,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
power,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
via,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
usb,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
wall,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
outlet,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
file,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
browser,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
offers,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
options,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
needshandsfree,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
plantronincs,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
continues,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
flawed,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
loads,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
super,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
wouldnt,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
seen,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
jerks,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
reliability,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
3,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
mins,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
book,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
phonebattery,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
short,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
heavyit,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
keeps,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
falling,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
everything,6,0,-5.765638830573833,-7.717796211013582,-0.677711372430106,-0.7088249932791751
trythe,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
certainly,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
engineered,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
clever,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
way,2,5,-6.612936690961036,-5.926036741785527,-0.677711372430106,-0.7088249932791751
garbage,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
3o,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
minutes,2,2,-6.612936690961036,-6.619183922345472,-0.677711372430106,-0.7088249932791751
try,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
phonemy,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
wife,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
despite,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
flaws,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
exceptional,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
additional,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
costs,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
owning,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
official,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
oem,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
leopard,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
print,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
wonderfully,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
wild,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
adhesive,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
operate,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
screenthis,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
interface,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
decade,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
compete,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
designs,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
transmission,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
careful,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
utter,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
devices,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
making,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
dialing,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
feature,2,3,-6.612936690961036,-6.331501849893691,-0.677711372430106,-0.7088249932791751
tracfonewebsite,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
user,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
friendly,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
toactivate,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
etc,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
span,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
exclaim,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
whoa,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
tv,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
cheapy,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
lots,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
awful,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
europe,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
asia,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
waterproof,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
extra,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
carry,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
cut,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
ask,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
theres,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
tick,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
background,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
experienced,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
snug,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
room,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
sides,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
drain,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
may,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
potentially,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
fry,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
range,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
roam,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
house,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
living,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
receptionsound,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
trust,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
website,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
someone,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
shouldve,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
invented,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
sooner,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
friends,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
enjoy,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
pushed,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
hard,2,2,-6.612936690961036,-6.619183922345472,-0.677711372430106,-0.7088249932791751
number,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
function,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
wearing,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
razor,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
v3i,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
save,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
11,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
wasnt,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
ac,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
included,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
juicehighy,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
recommended,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
perfect,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
ps3,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
hand,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
inexpensive,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
upbeat,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
should,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
received,3,3,-6.3252546185092555,-6.331501849893691,-0.677711372430106,-0.7088249932791751
white,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
colored,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
hoursthe,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
thereplacement,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
orders,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
source,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
holder,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
commercials,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
misleading,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
fails,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
steer,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
genuine,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
palm,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
replacementr,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
pens,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
threepack,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
earpieces,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
company,0,5,-7.711548979629146,-5.926036741785527,-0.677711372430106,-0.7088249932791751
restocking,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
fee,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
ipod,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
penny,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
freezes,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
frequently4,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
wit,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
hit,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
dropping,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
signal,1,5,-7.018401799069201,-5.926036741785527,-0.677711372430106,-0.7088249932791751
embarassing,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
hurt,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
push,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
refuse,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
stopped,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
disapoinment,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
download,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
laptop,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
ir,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
windresistant,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
snap,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
clicks,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
wonder,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
mechanism,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
fourth,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
hated,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
chargelife,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
otherwise,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
install,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
ordered,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
sony,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
ericsson,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
w810i,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
once,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
units,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
failed,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
pros,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
hoped,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
access,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
rare,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
instance,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
exchanged,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
ericson,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
z500a,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
chargers,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
gels,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
r,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
loudest,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
setting,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
tries,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
address,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
rebootsoverall,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
rate,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
ipods,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
continue,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
periodically,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
somehow,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
ability,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
receiving,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
pitiful,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
respect,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
docking,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
station,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
linking,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
8530,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
curve,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
bulky,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
cables,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
functionality,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
connected,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
